iShares Russell 1000 ETF
Fund Holdings as of,"Feb 25, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"122,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MCO","MOODYS CORP","Financials","Equity","52,624,930.90","0.11","52,624,930.90","113,570.00","463.37","United States","NYSE","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","52,304,716.32","0.11","52,304,716.32","40,386.00","1,295.12","United States","NYSE","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","52,173,401.70","0.11","52,173,401.70","166,502.00","313.35","United States","NYSE","USD","1.00","USD","-"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","52,000,400.32","0.11","52,000,400.32","112,244.00","463.28","Sweden","NYSE","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","51,793,714.44","0.11","51,793,714.44","391,014.00","132.46","United States","NASDAQ","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","51,381,965.25","0.11","51,381,965.25","164,765.00","311.85","United States","NYSE","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","51,040,451.84","0.11","51,040,451.84","630,752.00","80.92","United States","NASDAQ","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","49,816,804.38","0.11","49,816,804.38","153,443.00","324.66","United States","NYSE","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","49,521,061.92","0.11","49,521,061.92","162,492.00","304.76","United States","NYSE","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","49,469,114.54","0.11","49,469,114.54","251,393.00","196.78","United States","NASDAQ","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","49,043,704.60","0.11","49,043,704.60","1,697,014.00","28.90","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","48,777,907.50","0.10","48,777,907.50","398,187.00","122.50","United States","NYSE","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","48,606,812.76","0.10","48,606,812.76","133,892.00","363.03","United States","NYSE","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","47,726,909.82","0.10","47,726,909.82","493,914.00","96.63","United States","NYSE","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","47,666,587.41","0.10","47,666,587.41","237,159.00","200.99","United States","NYSE","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","47,528,214.50","0.10","47,528,214.50","939,850.00","50.57","United States","NYSE","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","47,264,830.90","0.10","47,264,830.90","234,530.00","201.53","United States","NASDAQ","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","46,796,608.30","0.10","46,796,608.30","375,635.00","124.58","United States","NASDAQ","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","46,738,509.22","0.10","46,738,509.22","721,162.00","64.81","United States","NASDAQ","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","46,582,655.30","0.10","46,582,655.30","136,586.00","341.05","United States","NYSE","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","46,340,286.39","0.10","46,340,286.39","1,414,107.00","32.77","United States","NYSE","USD","1.00","USD","-"
"AU","ANGLOGOLD ASHANTI PLC","Materials","Equity","46,003,248.00","0.10","46,003,248.00","369,504.00","124.50","South Africa","NYSE","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","45,378,607.90","0.10","45,378,607.90","161,893.00","280.30","United States","NYSE","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","45,348,123.22","0.10","45,348,123.22","262,037.00","173.06","United States","NASDAQ","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","45,126,301.50","0.10","45,126,301.50","477,527.00","94.50","United States","NYSE","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","45,108,877.43","0.10","45,108,877.43","251,177.00","179.59","United States","NYSE","USD","1.00","USD","-"
"PSX","PHILLIPS","Energy","Equity","45,034,782.87","0.10","45,034,782.87","296,457.00","151.91","United States","NYSE","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","44,832,922.20","0.10","44,832,922.20","12,210.00","3,671.82","United States","NYSE","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","44,303,110.60","0.10","44,303,110.60","221,915.00","199.64","United States","NYSE","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","44,112,269.31","0.09","44,112,269.31","668,469.00","65.99","United States","NYSE","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","43,831,141.07","0.09","43,831,141.07","223,891.00","195.77","United States","NYSE","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","43,379,504.64","0.09","43,379,504.64","247,374.00","175.36","United States","NYSE","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","43,347,368.61","0.09","43,347,368.61","507,521.00","85.41","United States","NASDAQ","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","42,122,549.10","0.09","42,122,549.10","326,658.00","128.95","United States","NYSE","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","41,883,644.25","0.09","41,883,644.25","540,225.00","77.53","United States","NASDAQ","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","41,462,509.20","0.09","41,462,509.20","33,656.00","1,231.95","United States","NASDAQ","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","41,070,233.82","0.09","41,070,233.82","311,091.00","132.02","United States","NASDAQ","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","40,994,129.28","0.09","40,994,129.28","2,840,896.00","14.43","United States","NYSE","USD","1.00","USD","-"
"NU","NU HOLDINGS LTD CLASS A","Financials","Equity","40,580,295.75","0.09","40,580,295.75","2,437,255.00","16.65","Brazil","NYSE","USD","1.00","USD","-"
"SNOW","SNOWFLAKE INC","Information Technology","Equity","40,557,606.48","0.09","40,557,606.48","239,688.00","169.21","United States","NYSE","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","40,371,174.47","0.09","40,371,174.47","192,859.00","209.33","United States","NYSE","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","40,246,075.65","0.09","40,246,075.65","184,505.00","218.13","United States","NYSE","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","39,954,549.60","0.09","39,954,549.60","46,760.00","854.46","United States","NYSE","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","39,834,905.88","0.09","39,834,905.88","354,277.00","112.44","United States","NYSE","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","39,724,702.29","0.09","39,724,702.29","624,897.00","63.57","United States","NYSE","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","39,325,238.06","0.08","39,325,238.06","173,867.00","226.18","United States","NYSE","USD","1.00","USD","-"
"NET","CLOUDFLARE INC CLASS A","Information Technology","Equity","39,317,976.20","0.08","39,317,976.20","228,859.00","171.80","United States","NYSE","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","39,189,125.48","0.08","39,189,125.48","114,314.00","342.82","United States","NASDAQ","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","39,041,335.90","0.08","39,041,335.90","167,545.00","233.02","United States","NYSE","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","38,650,378.41","0.08","38,650,378.41","497,623.00","77.67","United States","NYSE","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","38,615,815.96","0.08","38,615,815.96","58,742.00","657.38","United States","NASDAQ","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","38,492,618.76","0.08","38,492,618.76","330,579.00","116.44","United States","NYSE","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","37,922,147.35","0.08","37,922,147.35","37,922,147.00","100.00","United States","-","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","37,814,503.02","0.08","37,814,503.02","125,139.00","302.18","United States","NYSE","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","37,664,290.56","0.08","37,664,290.56","208,136.00","180.96","United States","NYSE","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","37,495,736.52","0.08","37,495,736.52","455,709.00","82.28","United States","NYSE","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","37,273,637.10","0.08","37,273,637.10","835,170.00","44.63","United States","NASDAQ","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","37,214,798.55","0.08","37,214,798.55","51,445.00","723.39","United States","NASDAQ","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","37,002,937.98","0.08","37,002,937.98","183,201.00","201.98","United States","NASDAQ","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","36,705,982.40","0.08","36,705,982.40","25,304.00","1,450.60","United States","NYSE","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","36,709,008.46","0.08","36,709,008.46","140,831.00","260.66","United States","NYSE","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","36,254,837.97","0.08","36,254,837.97","102,609.00","353.33","United States","NYSE","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","36,070,934.90","0.08","36,070,934.90","466,334.00","77.35","United States","NASDAQ","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","36,038,550.00","0.08","36,038,550.00","961,028.00","37.50","United States","NYSE","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","36,027,679.05","0.08","36,027,679.05","431,211.00","83.55","United States","NASDAQ","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","35,986,602.16","0.08","35,986,602.16","32,212.00","1,117.18","United States","NYSE","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","35,946,947.44","0.08","35,946,947.44","156,196.00","230.14","United States","NYSE","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","35,830,586.70","0.08","35,830,586.70","735,741.00","48.70","United States","NASDAQ","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","35,546,323.50","0.08","35,546,323.50","577,989.00","61.50","United States","NYSE","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Equity","35,350,536.00","0.08","35,350,536.00","301,600.00","117.21","United States","NYSE","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","35,024,723.57","0.08","35,024,723.57","155,797.00","224.81","United States","NASDAQ","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","34,907,904.00","0.07","34,907,904.00","418,560.00","83.40","United States","NYSE","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","34,569,990.84","0.07","34,569,990.84","325,334.00","106.26","United States","NYSE","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","34,545,289.35","0.07","34,545,289.35","115,401.00","299.35","United States","NYSE","USD","1.00","USD","-"
"LNG","CHENIERE ENERGY INC","Energy","Equity","34,327,877.40","0.07","34,327,877.40","155,555.00","220.68","United States","NYSE","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","33,943,597.92","0.07","33,943,597.92","658,332.00","51.56","United States","NASDAQ","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","33,496,912.67","0.07","33,496,912.67","202,729.00","165.23","United States","NYSE","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","33,205,604.74","0.07","33,205,604.74","82,523.00","402.38","United States","NYSE","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","33,111,188.72","0.07","33,111,188.72","477,244.00","69.38","United States","NYSE","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","33,049,289.43","0.07","33,049,289.43","98,687.00","334.89","United States","NYSE","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","32,646,854.70","0.07","32,646,854.70","147,330.00","221.59","United States","NYSE","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","32,530,565.00","0.07","32,530,565.00","68,020.00","478.25","United States","NYSE","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","32,407,209.80","0.07","32,407,209.80","404,332.00","80.15","United States","NYSE","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","32,408,940.77","0.07","32,408,940.77","123,317.00","262.81","United States","NYSE","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","32,364,372.04","0.07","32,364,372.04","683,947.00","47.32","United States","NASDAQ","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","31,855,815.72","0.07","31,855,815.72","216,353.00","147.24","United States","NYSE","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","31,452,105.27","0.07","31,452,105.27","352,879.00","89.13","United States","NYSE","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","31,350,164.08","0.07","31,350,164.08","364,664.00","85.97","United States","NYSE","USD","1.00","USD","-"
"RBLX","ROBLOX CORP CLASS A","Communication","Equity","30,821,415.30","0.07","30,821,415.30","452,790.00","68.07","United States","NYSE","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","30,815,195.18","0.07","30,815,195.18","409,178.00","75.31","United States","NYSE","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","30,546,137.78","0.07","30,546,137.78","193,993.00","157.46","United States","NYSE","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","30,406,650.00","0.07","30,406,650.00","113,500.00","267.90","United States","NYSE","USD","1.00","USD","-"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","30,292,584.96","0.06","30,292,584.96","92,536.00","327.36","United States","NASDAQ","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","30,004,828.70","0.06","30,004,828.70","1,608,838.00","18.65","United States","NYSE","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","29,923,175.26","0.06","29,923,175.26","162,679.00","183.94","United States","NASDAQ","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","29,868,374.70","0.06","29,868,374.70","118,530.00","251.99","United States","NYSE","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","29,810,366.73","0.06","29,810,366.73","441,047.00","67.59","United States","NYSE","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","29,600,981.72","0.06","29,600,981.72","53,156.00","556.87","United States","NYSE","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","29,535,802.10","0.06","29,535,802.10","341,810.00","86.41","United States","NYSE","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","29,475,395.69","0.06","29,475,395.69","96,473.00","305.53","United States","NYSE","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","29,366,216.64","0.06","29,366,216.64","43,616.00","673.29","United States","NYSE","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","29,313,407.56","0.06","29,313,407.56","167,047.00","175.48","United States","NYSE","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","29,212,852.13","0.06","29,212,852.13","387,079.00","75.47","United States","NASDAQ","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","29,099,316.00","0.06","29,099,316.00","262,156.00","111.00","United States","NYSE","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","28,859,747.52","0.06","28,859,747.52","204,592.00","141.06","United States","NYSE","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","28,714,286.16","0.06","28,714,286.16","232,542.00","123.48","United States","NYSE","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","28,583,502.08","0.06","28,583,502.08","334,976.00","85.33","United States","NASDAQ","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","28,399,008.60","0.06","28,399,008.60","941,924.00","30.15","United States","NASDAQ","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","28,220,805.36","0.06","28,220,805.36","54,252.00","520.18","United States","NASDAQ","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","28,187,695.44","0.06","28,187,695.44","335,448.00","84.03","United States","NASDAQ","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","27,762,474.55","0.06","27,762,474.55","330,545.00","83.99","United States","NASDAQ","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","27,515,634.37","0.06","27,515,634.37","132,727.00","207.31","United States","NASDAQ","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","27,434,641.48","0.06","27,434,641.48","237,694.00","115.42","United States","NYSE","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","27,378,483.58","0.06","27,378,483.58","294,329.00","93.02","United States","NYSE","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","27,149,319.72","0.06","27,149,319.72","315,543.00","86.04","United States","NYSE","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","27,143,860.98","0.06","27,143,860.98","206,229.00","131.62","United States","NYSE","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","27,023,184.24","0.06","27,023,184.24","78,501.00","344.24","United States","NASDAQ","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","26,937,880.16","0.06","26,937,880.16","106,672.00","252.53","United States","NYSE","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","26,888,689.12","0.06","26,888,689.12","452,824.00","59.38","United States","NYSE","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","26,723,326.94","0.06","26,723,326.94","236,762.00","112.87","United States","NASDAQ","USD","1.00","USD","-"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","26,520,795.85","0.06","26,520,795.85","195,509.00","135.65","United States","NASDAQ","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","26,412,001.66","0.06","26,412,001.66","241,846.00","109.21","United States","NASDAQ","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","26,176,283.10","0.06","26,176,283.10","513,865.00","50.94","United States","NYSE","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","26,014,012.92","0.06","26,014,012.92","257,922.00","100.86","United States","NYSE","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","25,981,292.70","0.06","25,981,292.70","135,531.00","191.70","United States","NASDAQ","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","25,941,003.42","0.06","25,941,003.42","1,382,046.00","18.77","United States","NYSE","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","25,872,549.12","0.06","25,872,549.12","260,392.00","99.36","United States","NASDAQ","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","25,846,224.48","0.06","25,846,224.48","207,234.00","124.72","United States","NYSE","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","25,791,500.60","0.06","25,791,500.60","32,167.00","801.80","United States","NYSE","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","25,702,897.44","0.06","25,702,897.44","287,408.00","89.43","United States","NYSE","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","25,444,288.87","0.05","25,444,288.87","138,593.00","183.59","United States","NYSE","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","25,379,296.08","0.05","25,379,296.08","114,054.00","222.52","United States","NYSE","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","25,337,370.24","0.05","25,337,370.24","1,466,283.00","17.28","United States","NASDAQ","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","25,141,779.74","0.05","25,141,779.74","227,878.00","110.33","United States","NASDAQ","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","24,919,021.30","0.05","24,919,021.30","786,089.00","31.70","United States","NYSE","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","24,865,001.23","0.05","24,865,001.23","160,637.00","154.79","United States","NYSE","USD","1.00","USD","-"
"FISV","FISERV INC","Financials","Equity","24,410,128.44","0.05","24,410,128.44","396,204.00","61.61","United States","NASDAQ","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","24,390,982.96","0.05","24,390,982.96","106,214.00","229.64","United States","NYSE","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","24,088,925.34","0.05","24,088,925.34","215,503.00","111.78","United States","NYSE","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","23,601,238.76","0.05","23,601,238.76","150,403.00","156.92","United States","NYSE","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","23,550,504.75","0.05","23,550,504.75","349,155.00","67.45","United States","NYSE","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","23,447,793.60","0.05","23,447,793.60","775,390.00","30.24","United States","NYSE","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","23,439,985.55","0.05","23,439,985.55","139,715.00","167.77","United States","NASDAQ","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","23,067,985.92","0.05","23,067,985.92","643,638.00","35.84","United States","NASDAQ","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","23,010,985.05","0.05","23,010,985.05","312,437.00","73.65","United States","NASDAQ","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","22,891,379.72","0.05","22,891,379.72","33,794.00","677.38","United States","NYSE","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","22,846,825.54","0.05","22,846,825.54","178,129.00","128.26","United States","NYSE","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","22,780,863.60","0.05","22,780,863.60","71,315.00","319.44","United States","NYSE","USD","1.00","USD","-"
"INSM","INSMED INC","Health Care","Equity","22,716,524.60","0.05","22,716,524.60","152,860.00","148.61","United States","NASDAQ","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","22,468,005.45","0.05","22,468,005.45","32,835.00","684.27","United States","NASDAQ","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","22,463,472.76","0.05","22,463,472.76","152,948.00","146.87","United States","NYSE","USD","1.00","USD","-"
"FTAI","FTAI AVIATION LTD","Industrials","Equity","22,374,080.37","0.05","22,374,080.37","74,079.00","302.03","United States","NASDAQ","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","22,343,561.31","0.05","22,343,561.31","98,547.00","226.73","United States","NYSE","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","22,210,948.62","0.05","22,210,948.62","17,073.00","1,300.94","United States","NYSE","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","22,173,511.29","0.05","22,173,511.29","76,127.00","291.27","United States","Cboe BZX","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","22,098,812.82","0.05","22,098,812.82","151,341.00","146.02","United States","NYSE","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","21,990,809.73","0.05","21,990,809.73","623,499.00","35.27","United States","NYSE","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","21,888,599.04","0.05","21,888,599.04","196,416.00","111.44","United States","NYSE","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","21,643,295.67","0.05","21,643,295.67","352,899.00","61.33","United States","NASDAQ","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","21,482,099.10","0.05","21,482,099.10","42,097.00","510.30","United States","NYSE","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","21,388,691.04","0.05","21,388,691.04","234,448.00","91.23","United States","NASDAQ","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","21,364,375.76","0.05","21,364,375.76","306,607.00","69.68","United States","NASDAQ","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","21,287,001.38","0.05","21,287,001.38","116,923.00","182.06","United States","NYSE","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","21,287,676.01","0.05","21,287,676.01","76,693.00","277.57","United States","NYSE","USD","1.00","USD","-"
"RKLB","ROCKET LAB CORP","Industrials","Equity","21,161,719.80","0.05","21,161,719.80","301,449.00","70.20","United States","NASDAQ","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","21,053,994.78","0.05","21,053,994.78","132,967.00","158.34","United States","NYSE","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","20,999,752.25","0.05","20,999,752.25","157,715.00","133.15","United States","NASDAQ","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","20,951,173.53","0.04","20,951,173.53","15,183.00","1,379.91","United States","NYSE","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","20,888,304.00","0.04","20,888,304.00","277,770.00","75.20","United States","NYSE","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","20,869,475.28","0.04","20,869,475.28","285,258.00","73.16","United States","NASDAQ","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","20,741,398.16","0.04","20,741,398.16","69,874.00","296.84","United States","NASDAQ","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","20,668,228.98","0.04","20,668,228.98","478,542.00","43.19","United States","NYSE","USD","1.00","USD","-"
