iShares Russell 1000 ETF
Fund Holdings as of,"Feb 25, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"122,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CLX","CLOROX","Consumer Staples","Equity","11,400,734.40","0.02","11,400,734.40","90,310.00","126.24","United States","NYSE","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","11,399,663.51","0.02","11,399,663.51","39,197.00","290.83","United States","NASDAQ","USD","1.00","USD","-"
"ZS","ZSCALER INC","Information Technology","Equity","11,362,986.00","0.02","11,362,986.00","72,980.00","155.70","United States","NASDAQ","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","11,343,588.06","0.02","11,343,588.06","442,763.00","25.62","United States","NYSE","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Industrials","Equity","11,334,120.28","0.02","11,334,120.28","39,434.00","287.42","United States","NASDAQ","USD","1.00","USD","-"
"TOL","TOLL BROTHERS INC","Consumer Discretionary","Equity","11,317,890.18","0.02","11,317,890.18","72,038.00","157.11","United States","NYSE","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","11,279,144.80","0.02","11,279,144.80","117,320.00","96.14","United States","NYSE","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","11,232,054.68","0.02","11,232,054.68","481,649.00","23.32","United States","NYSE","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","11,181,901.50","0.02","11,181,901.50","153,450.00","72.87","United States","NASDAQ","USD","1.00","USD","-"
"GGG","GRACO INC","Industrials","Equity","11,137,594.70","0.02","11,137,594.70","120,602.00","92.35","United States","NYSE","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","10,983,657.28","0.02","10,983,657.28","152,848.00","71.86","United States","NYSE","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","10,906,515.88","0.02","10,906,515.88","56,572.00","192.79","United States","NYSE","USD","1.00","USD","-"
"QXO","QXO INC","Industrials","Equity","10,825,289.20","0.02","10,825,289.20","447,326.00","24.20","United States","NYSE","USD","1.00","USD","-"
"JLL","JONES LANG LASALLE INC","Real Estate","Equity","10,818,830.07","0.02","10,818,830.07","34,173.00","316.59","United States","NYSE","USD","1.00","USD","-"
"RRX","REGAL REXNORD CORP","Industrials","Equity","10,654,797.20","0.02","10,654,797.20","48,343.00","220.40","United States","NYSE","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","10,642,540.56","0.02","10,642,540.56","30,873.00","344.72","United States","NYSE","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","10,613,492.50","0.02","10,613,492.50","112,610.00","94.25","United States","NYSE","USD","1.00","USD","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","10,529,028.04","0.02","10,529,028.04","92,182.00","114.22","United States","NYSE","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","10,526,350.04","0.02","10,526,350.04","47,834.00","220.06","United States","NYSE","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","10,519,804.25","0.02","10,519,804.25","185,371.00","56.75","United States","NYSE","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","10,515,416.69","0.02","10,515,416.69","31,379.00","335.11","United States","NYSE","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","10,480,758.75","0.02","10,480,758.75","141,155.00","74.25","United States","NYSE","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","10,469,922.12","0.02","10,469,922.12","36,603.00","286.04","United States","NYSE","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","10,446,977.12","0.02","10,446,977.12","104,428.00","100.04","United States","NASDAQ","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","10,430,887.41","0.02","10,430,887.41","27,663.00","377.07","United States","NYSE","USD","1.00","USD","-"
"WCC","WESCO INTERNATIONAL INC","Industrials","Equity","10,361,509.20","0.02","10,361,509.20","34,845.00","297.36","United States","NYSE","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","10,358,220.69","0.02","10,358,220.69","49,989.00","207.21","United States","NYSE","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","10,333,881.13","0.02","10,333,881.13","30,773.00","335.81","United States","NYSE","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","10,306,012.50","0.02","10,306,012.50","85,350.00","120.75","United States","NASDAQ","USD","1.00","USD","-"
"WSO","WATSCO INC","Industrials","Equity","10,306,427.04","0.02","10,306,427.04","25,272.00","407.82","United States","NYSE","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","10,235,559.99","0.02","10,235,559.99","131,343.00","77.93","United States","NASDAQ","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","10,229,719.20","0.02","10,229,719.20","43,240.00","236.58","United States","NYSE","USD","1.00","USD","-"
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Financials","Equity","10,139,643.03","0.02","10,139,643.03","106,319.00","95.37","United States","NYSE","USD","1.00","USD","-"
"DTM","DT MIDSTREAM INC","Energy","Equity","10,104,631.68","0.02","10,104,631.68","73,606.00","137.28","United States","NYSE","USD","1.00","USD","-"
"LSCC","LATTICE SEMICONDUCTOR CORP","Information Technology","Equity","10,080,317.52","0.02","10,080,317.52","99,736.00","101.07","United States","NASDAQ","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","10,056,854.28","0.02","10,056,854.28","33,671.00","298.68","United States","NYSE","USD","1.00","USD","-"
"VIK","VIKING HOLDINGS LTD","Consumer Discretionary","Equity","10,051,663.46","0.02","10,051,663.46","126,947.00","79.18","United States","NYSE","USD","1.00","USD","-"
"BLD","TOPBUILD CORP","Consumer Discretionary","Equity","10,018,946.08","0.02","10,018,946.08","20,644.00","485.32","United States","NYSE","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Real Estate","Equity","9,918,049.05","0.02","9,918,049.05","208,845.00","47.49","United States","NYSE","USD","1.00","USD","-"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","9,909,241.16","0.02","9,909,241.16","46,141.00","214.76","United States","NYSE","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","9,820,034.46","0.02","9,820,034.46","498,226.00","19.71","United States","NASDAQ","USD","1.00","USD","-"
"CG","CARLYLE GROUP INC","Financials","Equity","9,804,655.35","0.02","9,804,655.35","190,197.00","51.55","United States","NASDAQ","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","9,773,455.89","0.02","9,773,455.89","189,739.00","51.51","United States","NYSE","USD","1.00","USD","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","9,759,889.10","0.02","9,759,889.10","85,202.00","114.55","United States","NYSE","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","9,650,579.40","0.02","9,650,579.40","113,190.00","85.26","United States","NYSE","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","9,646,569.92","0.02","9,646,569.92","61,984.00","155.63","United States","NYSE","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","9,588,768.00","0.02","9,588,768.00","96,128.00","99.75","United States","NASDAQ","USD","1.00","USD","-"
"ELAN","ELANCO ANIMAL HEALTH INC","Health Care","Equity","9,551,792.36","0.02","9,551,792.36","355,879.00","26.84","United States","NYSE","USD","1.00","USD","-"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","9,542,646.24","0.02","9,542,646.24","198,888.00","47.98","United States","NASDAQ","USD","1.00","USD","-"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","9,497,434.22","0.02","9,497,434.22","197,822.00","48.01","United States","NASDAQ","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","9,466,342.40","0.02","9,466,342.40","159,232.00","59.45","United States","NYSE","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","9,458,770.93","0.02","9,458,770.93","16,031.00","590.03","United States","NYSE","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","9,389,587.50","0.02","9,389,587.50","96,750.00","97.05","United States","NYSE","USD","1.00","USD","-"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","9,379,818.25","0.02","9,379,818.25","138,325.00","67.81","United States","NYSE","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","9,373,728.35","0.02","9,373,728.35","49,847.00","188.05","United States","NASDAQ","USD","1.00","USD","-"
"MLI","MUELLER INDUSTRIES INC","Industrials","Equity","9,352,125.99","0.02","9,352,125.99","78,861.00","118.59","United States","NYSE","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","9,337,073.10","0.02","9,337,073.10","23,115.00","403.94","United States","NASDAQ","USD","1.00","USD","-"
"OVV","OVINTIV INC","Energy","Equity","9,331,657.44","0.02","9,331,657.44","189,168.00","49.33","United States","NYSE","USD","1.00","USD","-"
"PEN","PENUMBRA INC","Health Care","Equity","9,273,461.94","0.02","9,273,461.94","27,382.00","338.67","United States","NYSE","USD","1.00","USD","-"
"SOLS","SOLSTICE ADVANCED MATERIALS INC","Materials","Equity","9,265,399.22","0.02","9,265,399.22","116,006.00","79.87","United States","NASDAQ","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","9,238,429.20","0.02","9,238,429.20","40,040.00","230.73","United States","NYSE","USD","1.00","USD","-"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","9,237,156.80","0.02","9,237,156.80","70,432.00","131.15","United States","NASDAQ","USD","1.00","USD","-"
"IONS","IONIS PHARMACEUTICALS INC","Health Care","Equity","9,121,620.30","0.02","9,121,620.30","112,710.00","80.93","United States","NASDAQ","USD","1.00","USD","-"
"ACM","AECOM","Industrials","Equity","9,095,975.50","0.02","9,095,975.50","96,550.00","94.21","United States","NYSE","USD","1.00","USD","-"
"HUBS","HUBSPOT INC","Information Technology","Equity","9,085,986.00","0.02","9,085,986.00","36,980.00","245.70","United States","NYSE","USD","1.00","USD","-"
"NYT","NEW YORK TIMES CLASS A","Communication","Equity","9,086,578.64","0.02","9,086,578.64","117,428.00","77.38","United States","NYSE","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","9,060,802.77","0.02","9,060,802.77","240,531.00","37.67","United States","NYSE","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","9,057,936.78","0.02","9,057,936.78","57,249.00","158.22","United States","NYSE","USD","1.00","USD","-"
"FHN","FIRST HORIZON CORP","Financials","Equity","8,954,229.72","0.02","8,954,229.72","365,628.00","24.49","United States","NYSE","USD","1.00","USD","-"
"TOST","TOAST INC CLASS A","Financials","Equity","8,956,684.80","0.02","8,956,684.80","334,080.00","26.81","United States","NYSE","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","8,924,897.28","0.02","8,924,897.28","123,136.00","72.48","United States","NYSE","USD","1.00","USD","-"
"FLS","FLOWSERVE CORP","Industrials","Equity","8,918,031.72","0.02","8,918,031.72","96,893.00","92.04","United States","NYSE","USD","1.00","USD","-"
"WBS","WEBSTER FINANCIAL CORP","Financials","Equity","8,912,683.77","0.02","8,912,683.77","120,719.00","73.83","United States","NYSE","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","8,910,962.49","0.02","8,910,962.49","216,759.00","41.11","United States","NYSE","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","8,883,523.68","0.02","8,883,523.68","37,168.00","239.01","United States","NASDAQ","USD","1.00","USD","-"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","8,861,186.49","0.02","8,861,186.49","121,071.00","73.19","United States","NASDAQ","USD","1.00","USD","-"
"FIVE","FIVE BELOW INC","Consumer Discretionary","Equity","8,863,763.00","0.02","8,863,763.00","39,730.00","223.10","United States","NASDAQ","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","8,842,599.03","0.02","8,842,599.03","396,707.00","22.29","United States","NASDAQ","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","8,836,509.05","0.02","8,836,509.05","504,655.00","17.51","United States","NYSE","USD","1.00","USD","-"
"DCI","DONALDSON INC","Industrials","Equity","8,835,289.46","0.02","8,835,289.46","84,613.00","104.42","United States","NYSE","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","8,813,785.08","0.02","8,813,785.08","48,486.00","181.78","United States","NASDAQ","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","8,779,502.50","0.02","8,779,502.50","196,190.00","44.75","United States","NASDAQ","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","8,761,416.45","0.02","8,761,416.45","140,565.00","62.33","United States","NYSE","USD","1.00","USD","-"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Industrials","Equity","8,726,270.00","0.02","8,726,270.00","51,331.00","170.00","United States","NYSE","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","8,710,263.75","0.02","8,710,263.75","60,425.00","144.15","United States","NYSE","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","8,700,151.86","0.02","8,700,151.86","119,172.00","73.00","United States","NASDAQ","USD","1.00","USD","-"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Real Estate","Equity","8,695,152.98","0.02","8,695,152.98","64,399.00","135.02","United States","NASDAQ","USD","1.00","USD","-"
"PR","PERMIAN RESOURCES CORP CLASS A","Energy","Equity","8,668,997.97","0.02","8,668,997.97","492,277.00","17.61","United States","NYSE","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","8,650,894.89","0.02","8,650,894.89","86,691.00","99.79","United States","NYSE","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","8,596,440.25","0.02","8,596,440.25","563,701.00","15.25","United States","NASDAQ","USD","1.00","USD","-"
"ROKU","ROKU INC CLASS A","Communication","Equity","8,580,563.52","0.02","8,580,563.52","92,984.00","92.28","United States","NASDAQ","USD","1.00","USD","-"
"AGNC","AGNC INVESTMENT REIT CORP","Financials","Equity","8,555,844.25","0.02","8,555,844.25","757,825.00","11.29","United States","NASDAQ","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","8,545,028.40","0.02","8,545,028.40","78,510.00","108.84","United States","NYSE","USD","1.00","USD","-"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Health Care","Equity","8,479,830.06","0.02","8,479,830.06","43,082.00","196.83","United States","NASDAQ","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","8,463,977.54","0.02","8,463,977.54","517,042.00","16.37","United States","NYSE","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","8,446,119.30","0.02","8,446,119.30","203,570.00","41.49","United States","NYSE","USD","1.00","USD","-"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Health Care","Equity","8,407,633.92","0.02","8,407,633.92","136,843.00","61.44","United States","NASDAQ","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","8,409,490.98","0.02","8,409,490.98","26,367.00","318.94","United States","NYSE","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","8,410,894.20","0.02","8,410,894.20","53,730.00","156.54","United States","NASDAQ","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE INC","Information Technology","Equity","8,361,719.37","0.02","8,361,719.37","61,533.00","135.89","United States","NYSE","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","8,339,015.19","0.02","8,339,015.19","85,467.00","97.57","United States","NYSE","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL CORP","Financials","Equity","8,326,676.61","0.02","8,326,676.61","72,387.00","115.03","United States","NYSE","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","8,304,118.68","0.02","8,304,118.68","153,439.00","54.12","United States","NASDAQ","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","Consumer Staples","Equity","8,276,776.41","0.02","8,276,776.41","41,357.00","200.13","United States","NASDAQ","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","8,266,482.00","0.02","8,266,482.00","207,180.00","39.90","United States","NYSE","USD","1.00","USD","-"
"SCI","SERVICE","Consumer Discretionary","Equity","8,237,630.50","0.02","8,237,630.50","102,014.00","80.75","United States","NYSE","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","8,214,010.36","0.02","8,214,010.36","326,471.00","25.16","United States","NASDAQ","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","8,209,518.48","0.02","8,209,518.48","54,972.00","149.34","United States","NYSE","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","8,160,573.30","0.02","8,160,573.30","36,410.00","224.13","United States","NYSE","USD","1.00","USD","-"
"OSK","OSHKOSH CORP","Industrials","Equity","8,141,417.60","0.02","8,141,417.60","47,224.00","172.40","United States","NYSE","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","8,096,583.33","0.02","8,096,583.33","78,891.00","102.63","United States","NYSE","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","8,071,325.24","0.02","8,071,325.24","107,503.00","75.08","United States","NYSE","USD","1.00","USD","-"
"ONTO","ONTO INNOVATION INC","Information Technology","Equity","8,032,246.08","0.02","8,032,246.08","35,664.00","225.22","United States","NYSE","USD","1.00","USD","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","8,018,034.68","0.02","8,018,034.68","349,522.00","22.94","United States","NASDAQ","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","7,971,228.20","0.02","7,971,228.20","74,777.00","106.60","United States","NYSE","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","7,909,626.40","0.02","7,909,626.40","99,970.00","79.12","United States","NYSE","USD","1.00","USD","-"
"ROIV","ROIVANT SCIENCES LTD","Health Care","Equity","7,896,603.82","0.02","7,896,603.82","275,527.00","28.66","United States","NASDAQ","USD","1.00","USD","-"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","7,858,613.75","0.02","7,858,613.75","636,325.00","12.35","United States","NYSE","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","Equity","7,853,476.40","0.02","7,853,476.40","81,620.00","96.22","United States","NYSE","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","7,832,492.17","0.02","7,832,492.17","191,083.00","40.99","United States","NYSE","USD","1.00","USD","-"
"SN","SHARKNINJA INC","Consumer Discretionary","Equity","7,778,212.70","0.02","7,778,212.70","60,343.00","128.90","United States","NYSE","USD","1.00","USD","-"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Industrials","Equity","7,778,736.56","0.02","7,778,736.56","27,706.00","280.76","United States","NYSE","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","7,709,777.22","0.02","7,709,777.22","371,914.00","20.73","United States","NYSE","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","7,712,797.11","0.02","7,712,797.11","323,931.00","23.81","United States","NYSE","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","7,613,631.87","0.02","7,613,631.87","140,447.00","54.21","United States","NYSE","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH CORP","Health Care","Equity","7,588,082.74","0.02","7,588,082.74","71,498.00","106.13","United States","NYSE","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","7,586,515.16","0.02","7,586,515.16","215,894.00","35.14","United States","NYSE","USD","1.00","USD","-"
"PINS","PINTEREST INC CLASS A","Communication","Equity","7,578,520.81","0.02","7,578,520.81","431,333.00","17.57","United States","NYSE","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","7,559,198.64","0.02","7,559,198.64","61,218.00","123.48","United States","NYSE","USD","1.00","USD","-"
"ONON","ON HOLDING LTD CLASS A","Consumer Discretionary","Equity","7,473,376.65","0.02","7,473,376.65","160,201.00","46.65","United States","NYSE","USD","1.00","USD","-"
"SSB","SOUTHSTATE BANK CORP","Financials","Equity","7,474,264.27","0.02","7,474,264.27","72,941.00","102.47","United States","NYSE","USD","1.00","USD","-"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Industrials","Equity","7,470,457.28","0.02","7,470,457.28","60,874.00","122.72","United States","NYSE","USD","1.00","USD","-"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","7,366,647.20","0.02","7,366,647.20","247,120.00","29.81","United States","NYSE","USD","1.00","USD","-"
"SAIA","SAIA INC","Industrials","Equity","7,356,844.86","0.02","7,356,844.86","19,142.00","384.33","United States","NASDAQ","USD","1.00","USD","-"
"QGEN","QIAGEN NV","Health Care","Equity","7,257,944.98","0.02","7,257,944.98","149,279.00","48.62","Germany","NYSE","USD","1.00","USD","-"
"EGP","EASTGROUP PROPERTIES REIT INC","Real Estate","Equity","7,244,475.15","0.02","7,244,475.15","37,959.00","190.85","United States","NYSE","USD","1.00","USD","-"
"AR","ANTERO RESOURCES CORP","Energy","Equity","7,234,461.63","0.02","7,234,461.63","210,243.00","34.41","United States","NYSE","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL CORP","Financials","Equity","7,230,341.76","0.02","7,230,341.76","48,228.00","149.92","United States","NASDAQ","USD","1.00","USD","-"
"OGE","OGE ENERGY CORP","Utilities","Equity","7,209,894.94","0.02","7,209,894.94","148,934.00","48.41","United States","NYSE","USD","1.00","USD","-"
"CGNX","COGNEX CORP","Information Technology","Equity","7,210,803.60","0.02","7,210,803.60","125,580.00","57.42","United States","NASDAQ","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","7,195,812.78","0.02","7,195,812.78","268,701.00","26.78","United States","NYSE","USD","1.00","USD","-"
"GME","GAMESTOP CORP CLASS A","Consumer Discretionary","Equity","7,188,253.80","0.02","7,188,253.80","296,790.00","24.22","United States","NYSE","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","7,188,863.63","0.02","7,188,863.63","50,873.00","141.31","United States","NASDAQ","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","7,181,637.25","0.02","7,181,637.25","35,275.00","203.59","United States","NYSE","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","7,176,286.72","0.02","7,176,286.72","186,688.00","38.44","United States","NASDAQ","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","7,124,784.96","0.02","7,124,784.96","255,919.00","27.84","United States","NASDAQ","USD","1.00","USD","-"
"TTC","TORO","Industrials","Equity","7,125,056.63","0.02","7,125,056.63","71,963.00","99.01","United States","NYSE","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS INC","Health Care","Equity","7,080,248.96","0.02","7,080,248.96","16,162.00","438.08","United States","NASDAQ","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","7,035,065.20","0.02","7,035,065.20","166,235.00","42.32","United States","NYSE","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","6,927,908.82","0.01","6,927,908.82","77,938.00","88.89","United States","NYSE","USD","1.00","USD","-"
"ATR","APTARGROUP INC","Materials","Equity","6,912,703.32","0.01","6,912,703.32","48,449.00","142.68","United States","NYSE","USD","1.00","USD","-"
"AYI","ACUITY INC","Industrials","Equity","6,895,310.76","0.01","6,895,310.76","22,494.00","306.54","United States","NYSE","USD","1.00","USD","-"
"BXP","BXP INC","Real Estate","Equity","6,869,556.90","0.01","6,869,556.90","113,923.00","60.30","United States","NYSE","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","6,779,784.20","0.01","6,779,784.20","225,242.00","30.10","United States","NYSE","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","6,748,796.34","0.01","6,748,796.34","124,839.00","54.06","United States","NYSE","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","6,713,414.33","0.01","6,713,414.33","62,167.00","107.99","United States","NYSE","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","6,693,822.90","0.01","6,693,822.90","115,670.00","57.87","United States","NASDAQ","USD","1.00","USD","-"
"RRC","RANGE RESOURCES CORP","Energy","Equity","6,688,490.90","0.01","6,688,490.90","170,930.00","39.13","United States","NYSE","USD","1.00","USD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","6,671,000.00","0.01","6,671,000.00","6,671,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","6,667,776.48","0.01","6,667,776.48","111,464.00","59.82","United States","NASDAQ","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","6,643,759.62","0.01","6,643,759.62","297,393.00","22.34","Brazil","NASDAQ","USD","1.00","USD","-"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrials","Equity","6,627,374.08","0.01","6,627,374.08","112,864.00","58.72","United States","NYSE","USD","1.00","USD","-"
"VMI","VALMONT INDS INC","Industrials","Equity","6,629,843.08","0.01","6,629,843.08","14,294.00","463.82","United States","NYSE","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","6,621,246.94","0.01","6,621,246.94","88,154.00","75.11","United States","NYSE","USD","1.00","USD","-"
"LFUS","LITTELFUSE INC","Information Technology","Equity","6,594,335.14","0.01","6,594,335.14","17,506.00","376.69","United States","NASDAQ","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","6,576,485.58","0.01","6,576,485.58","278,901.00","23.58","United States","NASDAQ","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","6,561,750.69","0.01","6,561,750.69","39,531.00","165.99","United States","NYSE","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","6,565,908.00","0.01","6,565,908.00","215,700.00","30.44","United States","NASDAQ","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","6,525,442.06","0.01","6,525,442.06","79,666.00","81.91","United States","NASDAQ","USD","1.00","USD","-"
